Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2018Q1,2018,Q1,NHS Lanarkshire,Emergency Inpatients,3,2971,5880,1.979131606,2929,16934,5.781495391
2018Q2,2018,Q2,NHS Lanarkshire,Emergency Inpatients,3,2848,5160,1.811797753,2806,16543,5.895580898
2018Q3,2018,Q3,NHS Lanarkshire,Emergency Inpatients,3,2726,4992,1.831254585,2679,15668,5.848450915
2018Q4,2018,Q4,NHS Lanarkshire,Emergency Inpatients,3,2962,5595,1.888926401,2898,17396,6.002760524
2019Q1,2019,Q1,NHS Lanarkshire,Emergency Inpatients,3,3071,5198,1.692608271,3031,17647,5.822170901
2019Q2,2019,Q2,NHS Lanarkshire,Emergency Inpatients,3,2980,4651,1.560738255,2931,15980,5.452064142
2019Q3,2019,Q3,NHS Lanarkshire,Emergency Inpatients,3,2994,5391,1.800601202,2927,16623,5.679193714
2019Q4,2019,Q4,NHS Lanarkshire,Emergency Inpatients,3,3173,5338,1.682319571,3112,18822,6.048200514
2020Q1,2020,Q1,NHS Lanarkshire,Emergency Inpatients,3,2783,5008,1.799496946,2797,19388,6.931712549
2020Q2,2020,Q2,NHS Lanarkshire,Emergency Inpatients,3,2214,3587,1.620144535,2136,11895,5.568820225
2020Q3,2020,Q3,NHS Lanarkshire,Emergency Inpatients,3,2617,4440,1.696599159,2560,13956,5.4515625
2020Q4,2020,Q4,NHS Lanarkshire,Emergency Inpatients,3,2542,5320,2.092840283,2502,16078,6.426059153
2021Q1,2021,Q1,NHS Lanarkshire,Emergency Inpatients,3,2552,6033,2.364028213,2527,16849,6.667590028
2021Q2,2021,Q2,NHS Lanarkshire,Emergency Inpatients,3,2825,5488,1.942654867,2751,16341,5.94002181
2021Q3,2021,Q3,NHS Lanarkshire,Emergency Inpatients,3,2768,5284,1.908959538,2739,16939,6.184373859
2021Q4,2021,Q4,NHS Lanarkshire,Emergency Inpatients,3,2673,4468,1.671530116,2668,17962,6.732383808
2022Q1,2022,Q1,NHS Lanarkshire,Emergency Inpatients,3,2563,5314,2.073351541,2516,19505,7.752384738
2022Q2,2022,Q2,NHS Lanarkshire,Emergency Inpatients,3,2625,5194,1.978666667,2596,18548,7.144838213
2022Q3,2022,Q3,NHS Lanarkshire,Emergency Inpatients,3,2669,5567,2.085799925,2677,20061,7.493836384
2022Q4,2022,Q4,NHS Lanarkshire,Emergency Inpatients,3,2714,6101,2.247973471,2699,19932,7.384957392
2017Q4,2017,Q4,NHS Lanarkshire,Emergency Inpatients,4,2102,4207,2.001427212,2056,10854,5.279182879
2018Q1,2018,Q1,NHS Lanarkshire,Emergency Inpatients,4,2070,3750,1.811594203,2020,10598,5.246534653
2018Q2,2018,Q2,NHS Lanarkshire,Emergency Inpatients,4,2043,3200,1.566324033,2013,10613,5.272230502
2018Q3,2018,Q3,NHS Lanarkshire,Emergency Inpatients,4,2086,4069,1.950623202,2039,10931,5.360961256
2018Q4,2018,Q4,NHS Lanarkshire,Emergency Inpatients,4,2263,4067,1.797171896,2227,12535,5.628648406
2019Q1,2019,Q1,NHS Lanarkshire,Emergency Inpatients,4,2296,3571,1.555313589,2288,11720,5.122377622
2019Q2,2019,Q2,NHS Lanarkshire,Emergency Inpatients,4,2248,3597,1.600088968,2217,10368,4.676589986
2019Q3,2019,Q3,NHS Lanarkshire,Emergency Inpatients,4,2166,3816,1.761772853,2122,11644,5.487276155
2019Q4,2019,Q4,NHS Lanarkshire,Emergency Inpatients,4,2244,3789,1.688502674,2209,11410,5.165233137
2020Q1,2020,Q1,NHS Lanarkshire,Emergency Inpatients,4,2041,3324,1.628613425,2035,11837,5.816707617
2020Q2,2020,Q2,NHS Lanarkshire,Emergency Inpatients,4,1609,2628,1.633312617,1551,8203,5.288845906
2020Q3,2020,Q3,NHS Lanarkshire,Emergency Inpatients,4,2019,3392,1.680039624,1991,10074,5.05976896
2020Q4,2020,Q4,NHS Lanarkshire,Emergency Inpatients,4,1788,3700,2.06935123,1769,11047,6.244771057
2021Q1,2021,Q1,NHS Lanarkshire,Emergency Inpatients,4,1836,3866,2.105664488,1802,11768,6.530521643
2021Q2,2021,Q2,NHS Lanarkshire,Emergency Inpatients,4,2124,3627,1.707627119,2108,11493,5.452087287
2021Q3,2021,Q3,NHS Lanarkshire,Emergency Inpatients,4,2051,3273,1.595806923,2030,11281,5.557142857
2021Q4,2021,Q4,NHS Lanarkshire,Emergency Inpatients,4,2049,3453,1.685212299,2051,13285,6.477328133
2022Q1,2022,Q1,NHS Lanarkshire,Emergency Inpatients,4,1957,3646,1.863055697,1935,11373,5.87751938
2022Q2,2022,Q2,NHS Lanarkshire,Emergency Inpatients,4,1998,3612,1.807807808,1972,12344,6.259634888
2022Q3,2022,Q3,NHS Lanarkshire,Emergency Inpatients,4,2062,3569,1.730843841,2017,11934,5.916707982
2022Q4,2022,Q4,NHS Lanarkshire,Emergency Inpatients,4,2058,3624,1.760932945,2077,14521,6.991333654
2017Q4,2017,Q4,NHS Lanarkshire,Emergency Inpatients,5,1352,2574,1.903846154,1325,7141,5.389433962
2018Q1,2018,Q1,NHS Lanarkshire,Emergency Inpatients,5,1557,3156,2.026974952,1522,8447,5.549934297
2018Q2,2018,Q2,NHS Lanarkshire,Emergency Inpatients,5,1432,2249,1.570530726,1443,7807,5.41025641
2018Q3,2018,Q3,NHS Lanarkshire,Emergency Inpatients,5,1443,2589,1.794178794,1410,6904,4.896453901
2018Q4,2018,Q4,NHS Lanarkshire,Emergency Inpatients,5,1547,2859,1.848093083,1513,7822,5.169861203
2019Q1,2019,Q1,NHS Lanarkshire,Emergency Inpatients,5,1652,2826,1.710653753,1630,8637,5.298773006
2019Q2,2019,Q2,NHS Lanarkshire,Emergency Inpatients,5,1492,2385,1.598525469,1475,7593,5.14779661
2019Q3,2019,Q3,NHS Lanarkshire,Emergency Inpatients,5,1529,2363,1.545454545,1492,8334,5.585790885
2019Q4,2019,Q4,NHS Lanarkshire,Emergency Inpatients,5,1519,2373,1.562211982,1499,8313,5.545697131
2020Q1,2020,Q1,NHS Lanarkshire,Emergency Inpatients,5,1322,2415,1.82677761,1326,7759,5.851432881
2020Q2,2020,Q2,NHS Lanarkshire,Emergency Inpatients,5,1053,1617,1.535612536,1013,4999,4.934846989
2020Q3,2020,Q3,NHS Lanarkshire,Emergency Inpatients,5,1309,2129,1.626432391,1297,6419,4.949113338
2020Q4,2020,Q4,NHS Lanarkshire,Emergency Inpatients,5,1186,2369,1.997470489,1179,7672,6.5072095
2021Q1,2021,Q1,NHS Lanarkshire,Emergency Inpatients,5,1289,2825,2.191621412,1261,7596,6.023790642
2021Q2,2021,Q2,NHS Lanarkshire,Emergency Inpatients,5,1425,2258,1.584561404,1409,7793,5.53087296
2021Q3,2021,Q3,NHS Lanarkshire,Emergency Inpatients,5,1396,2790,1.998567335,1372,8105,5.907434402
2021Q4,2021,Q4,NHS Lanarkshire,Emergency Inpatients,5,1393,2482,1.781765973,1389,8379,6.032397408
2022Q1,2022,Q1,NHS Lanarkshire,Emergency Inpatients,5,1388,2485,1.790345821,1376,8387,6.095203488
2022Q2,2022,Q2,NHS Lanarkshire,Emergency Inpatients,5,1348,2443,1.81231454,1347,8947,6.64216778
2022Q3,2022,Q3,NHS Lanarkshire,Emergency Inpatients,5,1321,2630,1.990915973,1305,8412,6.445977011
2022Q4,2022,Q4,NHS Lanarkshire,Emergency Inpatients,5,1335,2769,2.074157303,1341,9322,6.95152871
2017Q4,2017,Q4,NHS Lanarkshire,Emergency Inpatients,NA,40,60,1.5,41,141,3.43902439
2018Q1,2018,Q1,NHS Lanarkshire,Emergency Inpatients,NA,38,46,1.210526316,40,101,2.525
2018Q2,2018,Q2,NHS Lanarkshire,Emergency Inpatients,NA,41,62,1.512195122,41,141,3.43902439
2018Q3,2018,Q3,NHS Lanarkshire,Emergency Inpatients,NA,49,70,1.428571429,47,148,3.14893617
2018Q4,2018,Q4,NHS Lanarkshire,Emergency Inpatients,NA,31,57,1.838709677,32,109,3.40625
2019Q1,2019,Q1,NHS Lanarkshire,Emergency Inpatients,NA,29,27,0.931034483,28,69,2.464285714
2019Q2,2019,Q2,NHS Lanarkshire,Emergency Inpatients,NA,40,63,1.575,40,264,6.6
2019Q3,2019,Q3,NHS Lanarkshire,Emergency Inpatients,NA,56,81,1.446428571,54,155,2.87037037
2019Q4,2019,Q4,NHS Lanarkshire,Emergency Inpatients,NA,35,50,1.428571429,33,120,3.636363636
2020Q1,2020,Q1,NHS Lanarkshire,Emergency Inpatients,NA,31,59,1.903225806,32,112,3.5
2020Q2,2020,Q2,NHS Lanarkshire,Emergency Inpatients,NA,16,10,0.625,15,36,2.4
2020Q3,2020,Q3,NHS Lanarkshire,Emergency Inpatients,NA,31,21,0.677419355,31,68,2.193548387
2020Q4,2020,Q4,NHS Lanarkshire,Emergency Inpatients,NA,17,19,1.117647059,17,49,2.882352941
2021Q1,2021,Q1,NHS Lanarkshire,Emergency Inpatients,NA,19,104,5.473684211,18,112,6.222222222
2021Q2,2021,Q2,NHS Lanarkshire,Emergency Inpatients,NA,27,30,1.111111111,26,70,2.692307692
2021Q3,2021,Q3,NHS Lanarkshire,Emergency Inpatients,NA,51,69,1.352941176,52,162,3.115384615
2021Q4,2021,Q4,NHS Lanarkshire,Emergency Inpatients,NA,28,80,2.857142857,28,197,7.035714286
2022Q1,2022,Q1,NHS Lanarkshire,Emergency Inpatients,NA,21,32,1.523809524,22,198,9
2022Q2,2022,Q2,NHS Lanarkshire,Emergency Inpatients,NA,39,78,2,37,119,3.216216216
2022Q3,2022,Q3,NHS Lanarkshire,Emergency Inpatients,NA,39,129,3.307692308,37,188,5.081081081
2022Q4,2022,Q4,NHS Lanarkshire,Emergency Inpatients,NA,36,55,1.527777778,36,291,8.083333333
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,1,2939,8127,2.765226267,2836,21236,7.488011283
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,1,2900,8418,2.902758621,2816,20000,7.102272727
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,1,2857,7974,2.791039552,2760,22083,8.001086957
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,1,2888,7526,2.605955679,2819,22089,7.835757361
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,1,2900,7817,2.695517241,2821,22319,7.911733428
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,1,3115,8247,2.647512039,3010,22510,7.478405316
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,1,3158,7979,2.526599113,3101,23769,7.664946791
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,1,3094,7158,2.313510019,3035,21754,7.167710049
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,1,2971,7168,2.412655671,2912,20673,7.099244505
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,1,2612,7160,2.741194487,2557,23051,9.014861165
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,1,2416,4901,2.028559603,2364,15225,6.44035533
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,1,2902,6133,2.11337009,2826,18456,6.530785563
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,1,2643,6344,2.400302686,2535,18337,7.233530572
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,1,2686,6567,2.444899479,2620,20912,7.981679389
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,1,2919,6914,2.36861939,2838,20178,7.109936575
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,1,2694,6775,2.51484781,2616,18873,7.214449541
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,1,2506,6758,2.696727853,2432,21589,8.877055921
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,1,2343,6612,2.822023047,2315,20761,8.968034557
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,1,2435,6472,2.657905544,2359,18417,7.807121662
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,1,2366,7002,2.95942519,2282,19982,8.756354075
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,1,2279,7197,3.157964019,2239,21623,9.657436356
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,2,4697,13771,2.931871407,4532,38080,8.402471315
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,2,4623,13877,3.001730478,4535,39711,8.756560088
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,2,4479,14127,3.154052244,4383,36198,8.258726899
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,2,4469,13779,3.083240098,4370,35662,8.160640732
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,2,4895,13614,2.781205312,4764,39936,8.382871537
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,2,4763,13301,2.792567709,4680,38775,8.28525641
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,2,5011,11127,2.220514867,4922,38971,7.917716375
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,2,4886,11615,2.377200164,4814,36485,7.578936435
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,2,4763,12692,2.664707117,4648,36720,7.900172117
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,2,4409,12618,2.861873441,4381,39619,9.0433690940000009
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,2,3627,8066,2.223876482,3505,26718,7.622824536
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,2,4428,9840,2.222222222,4293,31059,7.234800839
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,2,4155,10511,2.529723225,4085,36304,8.887148103
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,2,4207,10487,2.492750178,4157,33791,8.128698581
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,2,4638,10780,2.324277706,4502,31280,6.948023101
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,2,4321,11194,2.590604027,4224,35839,8.484611742
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,2,4079,11772,2.886001471,4035,33849,8.388847584
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,2,3717,10808,2.907721281,3612,32513,9.001384275
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,2,3947,10707,2.712693185,3852,32707,8.490913811
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,2,3875,11462,2.957935484,3815,35341,9.263695937
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,2,3858,12064,3.127008813,3769,34805,9.234544972
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,3,3098,8812,2.844415752,3005,27589,9.181031614
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,3,3185,9257,2.906436421,3070,24560,8
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,3,2988,8869,2.968206158,2885,24839,8.609705373
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,3,2986,9372,3.138647019,2883,24400,8.463406174
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,3,3159,8364,2.647673314,3098,26008,8.395093609
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,3,3150,8683,2.756507937,3040,22862,7.520394737
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,3,3267,7883,2.412917049,3166,25033,7.906822489
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,3,3188,7656,2.401505646,3085,21508,6.971799028
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,3,3260,8368,2.566871166,3142,21727,6.915022279
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,3,2937,8047,2.739870616,2905,25367,8.732185886
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,3,2455,5347,2.178004073,2345,17360,7.402985075
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,3,2900,6459,2.227241379,2795,18693,6.688014311
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,3,2792,7037,2.520415473,2673,20111,7.523756079
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,3,2861,7213,2.521146452,2783,21926,7.878548329
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,3,3097,7577,2.446561188,2996,23598,7.876502003
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,3,2854,6876,2.409250175,2736,20536,7.505847953
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,3,2751,7661,2.784805525,2671,23501,8.798577312
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,3,2588,7686,2.969860896,2487,21607,8.687977483
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,3,2558,7287,2.84870993,2483,22728,9.153443415
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,3,2587,8821,3.409741013,2481,24092,9.710600564
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,3,2677,8461,3.160627568,2593,26481,10.21249518
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,4,2729,7523,2.756687431,2609,20249,7.761211192
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,4,2735,8209,3.001462523,2650,22461,8.475849057
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,4,2693,8103,3.008911994,2613,21999,8.419058553
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,4,2731,7992,2.926400586,2644,20743,7.845310136
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,4,2943,8077,2.744478423,2856,22619,7.919817927
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,4,2821,7615,2.699397377,2748,22425,8.160480349
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,4,2874,7007,2.438065414,2800,21657,7.734642857
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,4,3084,7448,2.415045396,2984,22630,7.583780161
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,4,2857,7416,2.595729786,2816,23450,8.327414773
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,4,2642,7194,2.722937169,2630,24038,9.139923954
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,4,2267,5100,2.249669166,2186,15520,7.099725526
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,4,2648,5874,2.218277946,2531,16972,6.705649941
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,4,2497,5712,2.287545054,2431,18830,7.745783628
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,4,2512,7005,2.78861465,2420,20251,8.368181818
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,4,2778,6625,2.384809215,2691,19189,7.130806392
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,4,2734,7508,2.746159473,2656,20643,7.772213855
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,4,2677,8360,3.122898767,2579,23034,8.931368748
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,4,2444,7067,2.891571195,2370,21317,8.994514768
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,4,2467,7689,3.116740981,2413,22239,9.216328222
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,4,2467,7788,3.156870693,2380,20941,8.798739496
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,4,2523,7932,3.143876338,2471,23394,9.467422096
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,5,4197,13098,3.120800572,4107,38098,9.276357439
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,5,4002,12978,3.242878561,3958,39396,9.953511875
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,5,3882,11743,3.02498712,3837,38165,9.946572843
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,5,3976,12790,3.216800805,3892,37333,9.592240493
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,5,4327,13695,3.1650104,4194,38653,9.216261326
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,5,4025,10643,2.644223602,4017,37936,9.44386358
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,5,4163,9804,2.355032429,4070,33246,8.168550369
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,5,4189,9758,2.329434233,4098,32619,7.959736457
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,5,4142,9954,2.403186866,4062,37618,9.260955194
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,5,3750,10171,2.712266667,3769,38276,10.15547891
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,5,3082,6986,2.266709929,2975,25691,8.635630252
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,5,3798,8625,2.27093207,3707,26978,7.277582951
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,5,3628,9121,2.514057332,3530,30842,8.737110482
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,5,3606,9709,2.692457016,3539,33418,9.442780446
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,5,3808,9815,2.577468487,3690,31945,8.657181572
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,5,3579,9374,2.619167365,3552,32766,9.224662162
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,5,3446,9906,2.874637261,3387,32663,9.643637437
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,5,3433,10760,3.134284882,3348,33796,10.09438471
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,5,3371,11467,3.401661228,3309,38614,11.66938652
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,5,3421,11132,3.254019293,3362,36977,10.99851279
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,5,3405,11493,3.375330396,3356,35949,10.71185936
2017Q4,2017,Q4,NHS Lothian,Emergency Inpatients,NA,317,564,1.7791798110000001,310,1331,4.293548387
2018Q1,2018,Q1,NHS Lothian,Emergency Inpatients,NA,212,449,2.117924528,212,1009,4.759433962
2018Q2,2018,Q2,NHS Lothian,Emergency Inpatients,NA,307,562,1.830618893,301,1082,3.594684385
2018Q3,2018,Q3,NHS Lothian,Emergency Inpatients,NA,417,780,1.870503597,400,1808,4.52
2018Q4,2018,Q4,NHS Lothian,Emergency Inpatients,NA,279,472,1.691756272,277,1206,4.353790614
2019Q1,2019,Q1,NHS Lothian,Emergency Inpatients,NA,259,428,1.652509653,258,1280,4.96124031
2019Q2,2019,Q2,NHS Lothian,Emergency Inpatients,NA,404,767,1.898514851,391,1336,3.416879795
2019Q3,2019,Q3,NHS Lothian,Emergency Inpatients,NA,482,907,1.881742739,470,1644,3.49787234
2019Q4,2019,Q4,NHS Lothian,Emergency Inpatients,NA,295,541,1.833898305,286,1721,6.017482517
2020Q1,2020,Q1,NHS Lothian,Emergency Inpatients,NA,193,333,1.725388601,194,1310,6.75257732
2020Q2,2020,Q2,NHS Lothian,Emergency Inpatients,NA,139,254,1.827338129,136,470,3.455882353
2020Q3,2020,Q3,NHS Lothian,Emergency Inpatients,NA,221,302,1.366515837,208,444,2.134615385
2020Q4,2020,Q4,NHS Lothian,Emergency Inpatients,NA,145,235,1.620689655,141,396,2.808510638
2021Q1,2021,Q1,NHS Lothian,Emergency Inpatients,NA,125,333,2.664,119,670,5.630252101
2021Q2,2021,Q2,NHS Lothian,Emergency Inpatients,NA,174,291,1.672413793,156,749,4.801282051
2021Q3,2021,Q3,NHS Lothian,Emergency Inpatients,NA,219,570,2.602739726,214,1018,4.757009346
2021Q4,2021,Q4,NHS Lothian,Emergency Inpatients,NA,158,420,2.658227848,155,931,6.006451613
2022Q1,2022,Q1,NHS Lothian,Emergency Inpatients,NA,122,372,3.049180328,114,632,5.543859649
2022Q2,2022,Q2,NHS Lothian,Emergency Inpatients,NA,223,653,2.928251121,211,997,4.725118483
2022Q3,2022,Q3,NHS Lothian,Emergency Inpatients,NA,260,793,3.05,248,1382,5.572580645
2022Q4,2022,Q4,NHS Lothian,Emergency Inpatients,NA,180,575,3.194444444,175,1611,9.205714286
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,1,5,0,0,5,0,0
2018Q4,2018,Q4,NHS Orkney,Emergency Inpatients,1,0,5,NA,0,8,NA
2019Q1,2019,Q1,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,1,0,5,NA,0,5,NA
2019Q4,2019,Q4,NHS Orkney,Emergency Inpatients,1,0,5,NA,0,5,NA
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2020Q2,2020,Q2,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2020Q4,2020,Q4,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,1,0,5,NA,5,11,2.2
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,1,0,0,NA,0,0,NA
2017Q4,2017,Q4,NHS Orkney,Emergency Inpatients,2,69,222,3.217391304,69,534,7.739130435
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,2,82,292,3.56097561,79,507,6.417721519
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,2,79,235,2.974683544,78,507,6.5
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,2,90,208,2.311111111,91,572,6.285714286
2018Q4,2018,Q4,NHS Orkney,Emergency Inpatients,2,89,263,2.95505618,89,564,6.337078652
2019Q1,2019,Q1,NHS Orkney,Emergency Inpatients,2,76,292,3.842105263,74,480,6.486486486
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,2,63,173,2.746031746,66,566,8.575757576
2019Q3,2019,Q3,NHS Orkney,Emergency Inpatients,2,82,241,2.93902439,84,422,5.023809524
2019Q4,2019,Q4,NHS Orkney,Emergency Inpatients,2,82,401,4.890243902,79,536,6.784810127
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,2,75,351,4.68,74,653,8.8243243240000009
2020Q2,2020,Q2,NHS Orkney,Emergency Inpatients,2,63,251,3.984126984,65,516,7.938461538
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,2,81,206,2.543209877,79,349,4.417721519
2020Q4,2020,Q4,NHS Orkney,Emergency Inpatients,2,67,369,5.507462687,65,426,6.553846154
2021Q1,2021,Q1,NHS Orkney,Emergency Inpatients,2,76,229,3.013157895,74,481,6.5
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,2,90,299,3.322222222,90,1083,12.03333333
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,2,97,310,3.195876289,95,667,7.021052632
2021Q4,2021,Q4,NHS Orkney,Emergency Inpatients,2,76,471,6.197368421,76,821,10.80263158
2022Q1,2022,Q1,NHS Orkney,Emergency Inpatients,2,93,334,3.591397849,90,551,6.122222222
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,2,84,197,2.345238095,90,692,7.688888889
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,2,68,357,5.25,66,742,11.24242424
2022Q4,2022,Q4,NHS Orkney,Emergency Inpatients,2,70,318,4.542857143,73,629,8.616438356
2017Q4,2017,Q4,NHS Orkney,Emergency Inpatients,3,95,348,3.663157895,95,733,7.715789474
