Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2022Q4,p,S27000001,,S27000001,d,All Inpatients and Day cases,d,3,,233,1593,6.836909871,,212,930,4.386792453,
2017Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,300,1499,4.996666667,,275,1178,4.283636364,
2018Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,430,1268,2.948837209,,415,1005,2.421686747,
2018Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,300,1709,5.696666667,,270,1325,4.907407407,
2018Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,165,1084,6.56969697,,145,727,5.013793103,
2018Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,245,1675,6.836734694,,225,1096,4.871111111,
2019Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,345,1595,4.623188406,,310,1010,3.258064516,
2019Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,310,1332,4.296774194,,280,769,2.746428571,
2019Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,371,1389,3.74393531,,335,1042,3.110447761,
2019Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,240,1110,4.625,,225,915,4.066666667,
2020Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,245,1206,4.92244898,,220,860,3.909090909,
2020Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,325,1119,3.443076923,,302,701,2.321192053,
2020Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,305,845,2.770491803,,290,560,1.931034483,
2020Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,100,1075,10.75,,75,735,9.8,
2021Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,377,923,2.448275862,,361,696,1.927977839,
2021Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,210,1204,5.733333333,,185,860,4.648648649,
2021Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,156,1555,9.967948718,,135,819,6.066666667,
2021Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,175,1264,7.222857143,,160,640,4,
2022Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,257,900,3.501945525,,245,451,1.840816327,
2022Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,315,610,1.936507937,,305,375,1.229508197,
2022Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,265,520,1.962264151,,255,316,1.239215686,
2022Q4,p,S27000001,,S27000001,d,All Inpatients and Day cases,d,4,,240,827,3.445833333,,235,675,2.872340426,
2017Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,282,1714,6.078014184,,259,1069,4.127413127,
2018Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,389,1564,4.020565553,,371,958,2.582210243,
2018Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,307,1651,5.377850163,,278,673,2.420863309,
2018Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,148,1059,7.155405405,,127,584,4.598425197,
2018Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,198,1506,7.606060606,,178,703,3.949438202,
2019Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,346,1730,5,,311,1022,3.286173633,
2019Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,327,1824,5.577981651,,307,1434,4.671009772,
2019Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,372,2291,6.158602151,,336,1272,3.785714286,
2019Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,231,2711,11.73593074,,197,1624,8.243654822,
2020Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,233,1452,6.231759657,,203,716,3.527093596,
2020Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,306,1109,3.624183007,,286,566,1.979020979,
2020Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,327,1578,4.825688073,,308,989,3.211038961,
2020Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,127,1122,8.834645669,,102,553,5.421568627,
2021Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,345,818,2.371014493,,329,452,1.373860182,
2021Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,203,950,4.679802956,,183,623,3.404371585,
2021Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,167,1407,8.425149701,,146,530,3.630136986,
2021Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,155,1128,7.277419355,,132,640,4.848484848,
2022Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,237,629,2.654008439,,222,273,1.22972973,
2022Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,244,2700,11.06557377,,223,725,3.251121076,
2022Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,303,1607,5.303630363,,287,1025,3.571428571,
2022Q4,p,S27000001,,S27000001,d,All Inpatients and Day cases,d,5,,284,1632,5.746478873,,264,326,1.234848485,
2018Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
2018Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
2018Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,5,,z,0,5,,z
2019Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
2019Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,16,,z,0,0,,z
2020Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,27,,z,0,0,,z
2020Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,5,9,1.8,,5,9,1.8,
2020Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,10,,z,0,0,,z
2021Q4,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
2022Q1,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
2022Q2,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,6,,z,0,0,,z
2022Q3,,S27000001,,S27000001,d,All Inpatients and Day cases,d,,:,0,16,,z,0,17,,z
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,97973,282762,2.886121687,,65658,281430,4.286301745,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,96060,290085,3.019831355,,64268,291964,4.542914047,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,96760,277602,2.868974783,,65998,280439,4.249204521,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,94939,268303,2.826056731,,64568,270070,4.182722091,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,97196,271432,2.792625211,,65081,271564,4.172707856,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,100111,279330,2.790202875,,67244,277683,4.129483671,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,99912,275819,2.760619345,,67139,277128,4.12767542,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,101441,272998,2.691199811,,67677,275168,4.065901266,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,102046,279607,2.740009408,,67076,276320,4.119506232,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,94663,280996,2.968382578,,61790,286328,4.633888979,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,64332,192780,2.996642417,,36777,194929,5.300296381,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,82548,236041,2.859439356,,50755,232174,4.574406462,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,84626,253285,2.992992697,,52486,254154,4.842319857,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,81981,253918,3.097278638,,50005,251190,5.02329767,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,91916,257004,2.796074677,,58496,260461,4.45262924,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,89546,259817,2.901491971,,56506,259155,4.586327116,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,87044,275545,3.165582924,,54704,277007,5.063743054,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,84611,265858,3.142121001,,53129,261952,4.93048994,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,86799,268643,3.095001094,,55099,274480,4.981578613,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,87932,275548,3.133648729,,56073,280439,5.001319708,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,1,,87371,275225,3.150072679,,55985,280784,5.015343396,
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,83412,253762,3.042272095,,58092,253184,4.358328169,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,82798,255680,3.087997295,,57107,258998,4.535310908,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,82843,243573,2.940175996,,58707,248141,4.226770232,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,81545,234390,2.874363848,,57402,240315,4.186526602,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,83964,244704,2.914391882,,58510,252774,4.320184584,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,84766,241746,2.851921761,,59403,247115,4.159975085,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,86549,237384,2.742769992,,59930,238480,3.979309194,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,86930,238259,2.740814448,,59905,245164,4.092546532,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,87831,246178,2.802860038,,59646,253413,4.248616839,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,81856,251624,3.073983581,,55445,262027,4.725890522,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,53962,159593,2.957507135,,32035,164772,5.143499298,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,70688,203253,2.875353667,,44830,204707,4.566294892,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,73122,217992,2.981209486,,47289,219715,4.646217937,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,71499,217574,3.043035567,,45361,222255,4.899693569,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,79856,220995,2.767418854,,52469,223784,4.265070804,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,77470,230201,2.971485736,,50542,233753,4.624925804,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,75478,235149,3.115464109,,49359,238015,4.822119573,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,74123,230236,3.106134398,,48231,233920,4.849992743,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,78112,243190,3.113350061,,50937,248028,4.869309147,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,77742,239608,3.082092048,,51536,245571,4.765038032,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,2,,77473,241523,3.117511907,,51131,251655,4.921769572,
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,72134,210747,2.921604237,,51529,219163,4.253197229,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,71457,210084,2.940005878,,50582,216068,4.271638132,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,71338,201677,2.827062716,,51748,214200,4.139290407,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,69938,196074,2.803540279,,50378,199609,3.962225575,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,72374,201333,2.781841545,,52153,213006,4.084252104,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,73014,198231,2.714972471,,52389,205576,3.924029854,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,75140,208898,2.780117115,,53098,216971,4.08623677,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,75487,201505,2.669400029,,53443,210547,3.939655334,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,77773,210370,2.704923302,,54016,215050,3.981227784,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,71980,217714,3.024645735,,50163,232941,4.643681598,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,46167,137812,2.98507592,,28123,145253,5.164918394,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,60918,165968,2.72444926,,40097,167504,4.177469636,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,64456,187589,2.910341939,,42955,188715,4.393318589,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,61200,184276,3.011045752,,40025,190951,4.770793254,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,68998,186392,2.701411635,,46903,194095,4.138221436,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,66368,187814,2.829887898,,45011,188258,4.182488725,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,66438,205113,3.087284385,,44713,211833,4.737615459,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,64920,199284,3.069685767,,44151,204283,4.626916718,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,67565,206161,3.051298749,,46036,214962,4.669432618,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,68172,210847,3.09286804,,47217,216729,4.590062901,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,3,,68280,209521,3.068555946,,47429,221494,4.670012018,
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62162,170597,2.744393681,,46046,177572,3.856404465,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,61461,173989,2.830884626,,45062,182870,4.058186499,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62541,167740,2.682080555,,46546,177663,3.816933786,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,61632,167391,2.715975467,,45883,173568,3.78283896,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62999,176663,2.804219115,,46415,184645,3.978132069,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,64385,170528,2.648567213,,47593,177366,3.726724518,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,65423,167342,2.557846629,,48128,173669,3.608481549,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,65308,168723,2.583496662,,47568,175425,3.687878406,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,66723,173475,2.599928061,,48120,180626,3.753657523,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62645,176984,2.82518956,,45263,187612,4.144930738,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,40431,117910,2.916326581,,25482,126247,4.95435994,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,52882,142706,2.698574184,,35791,145291,4.059428348,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,55649,152858,2.746823842,,38714,153975,3.977243374,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,53130,152268,2.86595144,,36143,155965,4.315220098,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,61148,157235,2.571384183,,42934,164043,3.820818,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,59741,164419,2.752196984,,41847,165175,3.947116878,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,60269,177786,2.949874728,,41982,180767,4.305821543,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,58526,169676,2.899155931,,41202,173627,4.214043008,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,61075,174595,2.858698322,,43328,186040,4.293759232,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62204,179008,2.877757057,,44234,188837,4.269046435,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,4,,62836,179345,2.85417595,,44881,191448,4.265680355,
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57278,154491,2.69721359,,43084,159288,3.697149754,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57059,159198,2.790059412,,42410,163841,3.863263381,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57575,160937,2.795258359,,43491,167365,3.848267458,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,55476,147396,2.656932728,,41813,150646,3.602850788,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,58783,155304,2.64198833,,43987,161234,3.665492077,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,59005,153554,2.602389628,,44320,158508,3.576444043,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,59603,155471,2.608442528,,44109,156800,3.55483008,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,60398,155811,2.57973774,,44311,157684,3.55857462,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,61484,163007,2.651210071,,44959,168880,3.756311306,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57128,160614,2.811475984,,41582,165369,3.976937136,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,35738,102842,2.87766523,,22456,107161,4.772043107,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,48202,126045,2.61493299,,32819,128458,3.914135105,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,50914,136905,2.688946066,,35390,135881,3.839530941,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,49430,140762,2.847703824,,33712,143583,4.25910655,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,55381,141682,2.558314223,,38835,142517,3.669808163,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,53887,149525,2.774787982,,37907,148517,3.917930725,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,54014,153088,2.834228163,,38146,154543,4.051355319,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,54884,153750,2.801362874,,38594,154669,4.007591854,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,56081,166271,2.964836576,,39412,171303,4.346468081,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57689,162970,2.824975299,,40752,166282,4.080339615,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,5,,57641,169076,2.933259312,,41213,174987,4.24591755,
2017Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2132,4988,2.339587242,,1488,5356,3.599462366,
2018Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1784,4554,2.552690583,,1211,4951,4.08835673,
2018Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2589,6042,2.333719583,,1810,6585,3.638121547,
2018Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,3271,7731,2.363497401,,2193,7747,3.532603739,
2018Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2117,5198,2.45536136,,1447,5410,3.738769869,
2019Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1832,4508,2.46069869,,1239,5062,4.085552865,
2019Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2890,7041,2.43633218,,1902,6949,3.653522608,
2019Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,3338,7909,2.369382864,,2214,7851,3.546070461,
2019Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2151,5230,2.431427243,,1357,5517,4.065585851,
2020Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1522,4061,2.668199737,,1003,4872,4.857427717,
2020Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,853,1936,2.269636577,,573,1746,3.047120419,
2020Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1720,3442,2.001162791,,1116,3479,3.117383513,
2020Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,987,2296,2.326241135,,680,2391,3.516176471,
2021Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,787,2211,2.809402795,,514,2180,4.241245136,
2021Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1594,3253,2.040777917,,994,3518,3.539235412,
2021Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2371,6004,2.532264867,,1477,5682,3.846987136,
2021Q4,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1559,4810,3.085311097,,987,4646,4.707193516,
2022Q1,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1212,3470,2.863036304,,774,3792,4.899224806,
2022Q2,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2109,5510,2.612612613,,1339,5626,4.201643017,
2022Q3,,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,2510,6807,2.711952191,,1567,7058,4.504148054,
2022Q4,p,S92000003,d,S92000003,d,All Inpatients and Day cases,d,,:,1580,4752,3.007594937,,1011,6023,5.957467854,
2017Q4,,S08000015,,A101H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2021Q1,,S08000015,,A101H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2019Q2,,S08000015,,A101H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2021Q1,,S08000015,,A101H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2022Q4,p,S08000015,,S08000015,d,Elective Inpatients,,,:,0,0,,z,0,0,,z
2022Q4,p,S08000015,,A111H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2019Q1,,S08000017,,Y146H,,Elective Inpatients,,,:,0,0,,z,0,5,,z
2019Q3,,S08000017,,Y146H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2020Q2,,S08000017,,Y146H,,Elective Inpatients,,,:,0,0,,z,0,0,,z
2019Q3,,S08000017,,Y144H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2017Q4,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2019Q2,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,5,5,1,
2019Q3,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2021Q2,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2021Q4,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,5,,z
2022Q2,,S08000017,,Y144H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2018Q1,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,5,,z
2018Q4,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2019Q4,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2021Q4,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2022Q3,,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2022Q4,p,S08000017,,Y144H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2019Q2,,S08000017,,Y144H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2019Q3,,S08000017,,Y144H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2022Q3,,S08000017,,Y144H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2019Q1,,S08000017,,S08000017,d,Elective Inpatients,,,:,0,0,,z,0,5,,z
2019Q3,,S08000017,,S08000017,d,Elective Inpatients,,,:,0,0,,z,0,0,,z
2020Q2,,S08000017,,S08000017,d,Elective Inpatients,,,:,0,0,,z,0,0,,z
2020Q2,,S08000029,,F805H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2020Q2,,S08000029,,F805H,,Elective Inpatients,,3,,0,0,,z,0,10,,z
2022Q4,p,S08000020,,N411H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
2020Q2,,S08000031,,G306H,,Elective Inpatients,,3,,0,0,,z,0,0,,z
2017Q4,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2019Q1,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2020Q4,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2021Q3,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2022Q1,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2022Q2,,S08000022,,H212H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2017Q4,,S08000022,,H212H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2018Q1,,S08000022,,H212H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2018Q2,,S08000022,,H212H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2020Q2,,S08000022,,H212H,,Elective Inpatients,,2,,0,0,,z,0,42,,z
2018Q4,,S08000022,,H212H,,Elective Inpatients,,4,,0,0,,z,0,0,,z
2017Q4,,S08000022,,H212H,,Elective Inpatients,,5,,0,0,,z,0,7,,z
2018Q1,,S08000022,,H212H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
2020Q1,,S08000022,,H212H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
2019Q3,,S08000022,,H103H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2022Q4,p,S08000022,,H103H,,Elective Inpatients,,1,,0,0,,z,0,5,,z
2022Q1,,S08000022,,H103H,,Elective Inpatients,,2,,0,0,,z,0,0,,z
2020Q1,,S08000022,,H103H,,Elective Inpatients,,4,,0,0,,z,0,5,,z
2018Q2,,S08000022,,H103H,,Elective Inpatients,,5,,0,0,,z,0,5,,z
2018Q4,,S08000022,,H103H,,Elective Inpatients,,5,,0,0,,z,0,0,,z
