_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
34242,2022Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,2,,2961,6870,2.320162107,,2302,7283,3.163770634,
34243,2022Q4,p,S08000024,,S308H,,All Inpatients and Day cases,d,2,,2636,6320,2.397572079,,2051,5850,2.852267187,
34244,2017Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1907,5184,2.718405873,,1494,5223,3.495983936,
34245,2018Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1862,5066,2.720730397,,1424,4492,3.154494382,
34246,2018Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1855,5534,2.98328841,,1434,4784,3.336122734,
34247,2018Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1787,5453,3.051482932,,1412,5303,3.755665722,
34248,2018Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1795,5195,2.894150418,,1454,5205,3.579779917,
34249,2019Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1742,4425,2.540183697,,1439,4146,2.881167477,
34250,2019Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1870,4505,2.409090909,,1491,4227,2.83501006,
34251,2019Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1973,4864,2.465281298,,1610,4828,2.998757764,
34252,2019Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,2033,4557,2.241515002,,1680,4356,2.592857143,
34253,2020Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,2141,5862,2.73797291,,1722,5761,3.345528455,
34254,2020Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1622,2826,1.742293465,,1165,2987,2.563948498,
34255,2020Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1988,3803,1.912977867,,1458,3699,2.537037037,
34256,2020Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1891,3827,2.023796933,,1459,3859,2.644962303,
34257,2021Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1911,3844,2.011512297,,1470,3887,2.644217687,
34258,2021Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,2174,4041,1.858785649,,1646,4141,2.515795869,
34259,2021Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1943,3875,1.994338652,,1570,3713,2.364968153,
34260,2021Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1802,4556,2.528301887,,1410,4791,3.39787234,
34261,2022Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1891,4311,2.279746166,,1440,4583,3.182638889,
34262,2022Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1926,4205,2.183281412,,1439,4123,2.865184156,
34263,2022Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,3,,1936,4947,2.555268595,,1481,4777,3.225523295,
34264,2022Q4,p,S08000024,,S308H,,All Inpatients and Day cases,d,3,,2074,4246,2.047251688,,1608,5103,3.173507463,
34265,2017Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1400,3179,2.270714286,,1171,2848,2.432109308,
34266,2018Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1472,3293,2.237092391,,1200,2996,2.496666667,
34267,2018Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1424,3173,2.228230337,,1215,3282,2.701234568,
34268,2018Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1480,3013,2.035810811,,1244,2972,2.389067524,
34269,2018Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1526,4086,2.677588467,,1297,3281,2.529683886,
34270,2019Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1543,3620,2.346079067,,1288,3809,2.957298137,
34271,2019Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1657,3544,2.138805069,,1373,3355,2.443554261,
34272,2019Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1722,4009,2.328106852,,1433,3914,2.731332868,
34273,2019Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1742,4206,2.414466131,,1442,4444,3.081830791,
34274,2020Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1719,4234,2.463059919,,1421,3619,2.54679803,
34275,2020Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1142,2074,1.816112084,,837,2391,2.856630824,
34276,2020Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1490,2458,1.64966443,,1112,2413,2.169964029,
34277,2020Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1468,2625,1.788147139,,1156,2315,2.002595156,
34278,2021Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1545,3243,2.099029126,,1189,2912,2.449116905,
34279,2021Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1631,2512,1.540159411,,1321,2715,2.055261166,
34280,2021Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1648,3301,2.003033981,,1309,3291,2.514132926,
34281,2021Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1721,3024,1.757117955,,1407,3119,2.216773276,
34282,2022Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1825,3171,1.737534247,,1469,2717,1.849557522,
34283,2022Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1901,3537,1.860599684,,1510,3576,2.368211921,
34284,2022Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1783,3290,1.845204711,,1478,3244,2.194857916,
34285,2022Q4,p,S08000024,,S308H,,All Inpatients and Day cases,d,4,,1836,3356,1.82788671,,1493,3470,2.324179504,
34286,2017Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1502,2638,1.7563249,,1331,3123,2.346356123,
34287,2018Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1575,2873,1.824126984,,1342,2810,2.093889717,
34288,2018Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1694,3357,1.981700118,,1468,2854,1.944141689,
34289,2018Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1604,2919,1.819825436,,1403,2759,1.966500356,
34290,2018Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1705,3038,1.781818182,,1472,3134,2.129076087,
34291,2019Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1609,3085,1.917339963,,1381,3009,2.178855902,
34292,2019Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1749,2853,1.631217839,,1542,2843,1.843709468,
34293,2019Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1755,2822,1.607977208,,1516,2735,1.80408971,
34294,2019Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1780,3386,1.902247191,,1581,3044,1.925363694,
34295,2020Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1805,2939,1.628254848,,1558,3182,2.042362003,
34296,2020Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,991,1599,1.613521695,,758,1465,1.932717678,
34297,2020Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1472,2456,1.668478261,,1180,2384,2.020338983,
34298,2020Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1546,2341,1.514230272,,1272,2159,1.697327044,
34299,2021Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1525,2396,1.571147541,,1278,2591,2.027386541,
34300,2021Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1638,2457,1.5,,1385,2392,1.727075812,
34301,2021Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1570,2407,1.533121019,,1346,2727,2.026002972,
34302,2021Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1526,2245,1.471166448,,1294,2054,1.587326121,
34303,2022Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1761,2792,1.585462805,,1475,2664,1.806101695,
34304,2022Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1823,2822,1.547997806,,1537,3029,1.970722186,
34305,2022Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1679,2637,1.570577725,,1413,2701,1.91153574,
34306,2022Q4,p,S08000024,,S308H,,All Inpatients and Day cases,d,5,,1664,2571,1.545072115,,1398,2611,1.867668097,
34307,2017Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,49,148,3.020408163,,41,140,3.414634146,
34308,2018Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,37,100,2.702702703,,32,101,3.15625,
34309,2018Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,39,93,2.384615385,,32,81,2.53125,
34310,2018Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,67,167,2.492537313,,54,134,2.481481481,
34311,2018Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,49,70,1.428571429,,42,97,2.30952381,
34312,2019Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,40,83,2.075,,34,85,2.5,
34313,2019Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,49,108,2.204081633,,40,91,2.275,
34314,2019Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,64,144,2.25,,50,185,3.7,
34315,2019Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,65,92,1.415384615,,49,65,1.326530612,
34316,2020Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,33,48,1.454545455,,29,51,1.75862069,
34317,2020Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,10,14,1.4,,10,14,1.4,
34318,2020Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,27,28,1.037037037,,19,34,1.789473684,
34319,2020Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,45,61,1.355555556,,36,30,0.833333333,
34320,2021Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,18,53,2.944444444,,17,53,3.117647059,
34321,2021Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,27,61,2.259259259,,13,24,1.846153846,
34322,2021Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,46,143,3.108695652,,29,130,4.482758621,
34323,2021Q4,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,30,43,1.433333333,,27,43,1.592592593,
34324,2022Q1,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,28,68,2.428571429,,24,67,2.791666667,
34325,2022Q2,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,59,84,1.423728814,,47,81,1.723404255,
34326,2022Q3,,S08000024,,S308H,,All Inpatients and Day cases,d,,:,37,48,1.297297297,,29,58,2,
34327,2022Q4,p,S08000024,,S308H,,All Inpatients and Day cases,d,,:,37,65,1.756756757,,32,32,1,
34328,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2338,8236,3.522668948,,1752,7820,4.46347032,
34329,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2185,8066,3.691533181,,1595,6539,4.09968652,
34330,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2431,8111,3.336487042,,1795,6960,3.877437326,
34331,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2283,8454,3.703022339,,1678,7618,4.539928486,
34332,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2258,8442,3.73870682,,1595,7330,4.595611285,
34333,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2521,8833,3.503768346,,1818,7597,4.178767877,
34334,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2552,8347,3.270768025,,1790,7594,4.242458101,
34335,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2336,7309,3.12885274,,1664,7138,4.289663462,
34336,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2389,7410,3.101716199,,1680,6089,3.624404762,
34337,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2292,8476,3.698080279,,1554,7537,4.85006435,
34338,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,1861,4785,2.57119828,,1214,4982,4.103789127,
34339,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2025,5854,2.890864198,,1315,5772,4.389353612,
34340,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2116,5427,2.564744802,,1450,5094,3.513103448,
34341,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2169,7440,3.430152144,,1526,5902,3.867627785,
34342,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2249,6715,2.985771454,,1595,5885,3.689655172,
34343,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2203,5685,2.580571947,,1520,4809,3.163815789,
34344,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2002,6089,3.041458541,,1340,6866,5.123880597,
34345,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,1893,5727,3.025356577,,1356,5150,3.797935103,
34346,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2180,6451,2.959174312,,1521,6444,4.236686391,
34347,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2129,5532,2.598403006,,1437,5139,3.576200418,
34348,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,1,,2014,5537,2.749255214,,1399,5601,4.003573981,
34349,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4182,15009,3.588952654,,3143,12755,4.058224626,
34350,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3969,14153,3.565885614,,3011,12534,4.162736632,
34351,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4093,14016,3.424383093,,3221,13133,4.077305185,
34352,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4018,12362,3.076655052,,3084,12163,3.943904021,
34353,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4027,13721,3.407251055,,3006,13175,4.382900865,
34354,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4068,13896,3.415929204,,3087,14343,4.646258503,
34355,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4369,13717,3.13962005,,3205,10741,3.351326053,
34356,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4384,13894,3.169251825,,3180,11343,3.566981132,
34357,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4143,12993,3.136133237,,2996,10935,3.649866489,
34358,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4079,13930,3.415052709,,2864,12134,4.236731844,
34359,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3153,8213,2.604820806,,2062,8304,4.027158099,
34360,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3447,9280,2.692196113,,2335,8872,3.799571734,
34361,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3592,10551,2.937360802,,2481,11088,4.469165659,
34362,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3503,9482,2.706822723,,2519,9179,3.643906312,
34363,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3636,9375,2.578382838,,2633,8621,3.274211926,
34364,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3611,9317,2.580171698,,2555,10832,4.239530333,
34365,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3562,10272,2.883773161,,2570,8813,3.429182879,
34366,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3422,10164,2.97019287,,2473,9691,3.9187222,
34367,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3721,10814,2.906208009,,2632,9043,3.435790274,
34368,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,2,,3899,11141,2.857399333,,2741,10946,3.993433054,
34369,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,2,,4010,13236,3.30074813,,2818,11950,4.240596167,
34370,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3083,9162,2.971780733,,2388,8625,3.611809045,
34371,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3178,9039,2.844241661,,2472,8607,3.481796117,
34372,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3042,8424,2.769230769,,2379,7771,3.266498529,
34373,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3139,9625,3.066263141,,2447,8971,3.666121782,
34374,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3334,10265,3.078884223,,2606,8887,3.410207214,
34375,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3097,9120,2.944785276,,2396,8025,3.34933222,
34376,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3531,9399,2.661852167,,2610,9030,3.459770115,
34377,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3383,8946,2.644398463,,2589,8597,3.320587099,
34378,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3455,9495,2.748191027,,2608,8200,3.144171779,
34379,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,3192,8333,2.610588972,,2356,7260,3.081494058,
34380,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2271,5016,2.208718626,,1546,6101,3.946313066,
34381,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2463,5440,2.208688591,,1768,5708,3.228506787,
34382,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2687,7328,2.727205061,,1976,6475,3.276821862,
34383,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2669,6632,2.484825777,,1987,7164,3.60543533,
34384,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2951,7662,2.596407997,,2278,6289,2.760755048,
34385,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2845,6851,2.408084359,,2099,6038,2.876607909,
34386,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2744,7569,2.758381924,,2068,7952,3.845261122,
34387,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2774,7053,2.542537851,,2088,6688,3.203065134,
34388,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2817,6870,2.438764643,,2083,6816,3.272203553,
34389,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2899,7467,2.575715764,,2169,7753,3.574458276,
34390,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,3,,2913,7899,2.711637487,,2129,7548,3.545326444,
34391,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3245,8579,2.64375963,,2545,7964,3.129273084,
34392,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3075,9366,3.045853659,,2435,9633,3.956057495,
34393,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3132,8732,2.787994891,,2499,8187,3.276110444,
34394,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3306,8935,2.702661827,,2659,7758,2.91763821,
34395,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3435,10305,3,,2654,9266,3.491333836,
34396,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3313,9396,2.836100211,,2579,7803,3.025591314,
34397,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3447,9279,2.691906005,,2619,7985,3.048873616,
34398,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3560,9928,2.788764045,,2724,8953,3.28671072,
34399,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3405,10143,2.978854626,,2562,8006,3.12490242,
34400,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3165,10031,3.169352291,,2349,8672,3.691783738,
34401,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,2581,5597,2.168539326,,1838,5445,2.962459195,
34402,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,2668,6025,2.258245877,,2009,5932,2.952712792,
34403,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3056,6806,2.227094241,,2311,6743,2.917784509,
34404,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,2952,6957,2.356707317,,2269,6803,2.998237109,
34405,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3213,7336,2.283224401,,2471,6804,2.753541076,
34406,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3342,8047,2.407839617,,2520,6882,2.730952381,
34407,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3226,8151,2.5266584,,2488,7687,3.089630225,
34408,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3152,7468,2.36928934,,2481,7405,2.984683595,
34409,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3187,7191,2.256353938,,2530,7054,2.788142292,
34410,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3379,8149,2.411660255,,2515,6760,2.687872763,
34411,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,4,,3419,8160,2.386662767,,2645,7268,2.747826087,
34412,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5884,19416,3.299796057,,4671,16509,3.534360951,
34413,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5825,20025,3.43776824,,4651,17926,3.854224898,
34414,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5991,20779,3.46836922,,4808,18257,3.797212978,
34415,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5919,18661,3.152728501,,4777,17015,3.561858907,
34416,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6377,19987,3.134232398,,5111,16597,3.247309724,
34417,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6260,18415,2.941693291,,4905,15469,3.153720693,
34418,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6289,16879,2.683892511,,4929,14357,2.912761209,
34419,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6265,16115,2.572226656,,4878,12701,2.603731037,
34420,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6363,17814,2.799622819,,4970,15531,3.124949698,
34421,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5934,19731,3.325075834,,4473,16219,3.625978091,
34422,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,4391,10531,2.398314735,,3122,10444,3.34529148,
34423,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,4949,11216,2.266316428,,3728,10231,2.744366953,
34424,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5522,13831,2.504708439,,4176,12102,2.897988506,
34425,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5335,13954,2.615557638,,4012,12920,3.220338983,
34426,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5675,14060,2.47753304,,4349,12772,2.936767073,
34427,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,5812,14261,2.453716449,,4384,12530,2.858120438,
34428,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6136,16414,2.675032595,,4691,15180,3.235983799,
34429,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6226,16848,2.706071314,,4767,14689,3.08139291,
34430,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6190,16916,2.73279483,,4650,16552,3.559569892,
34431,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6757,17234,2.550540181,,4984,15148,3.039325843,
34432,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,5,,6694,15476,2.311921123,,5099,14397,2.823494803,
34433,2017Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,105,404,3.847619048,,72,354,4.916666667,
34434,2018Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,69,174,2.52173913,,43,364,8.465116279,
34435,2018Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,103,258,2.504854369,,64,340,5.3125,
34436,2018Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,123,348,2.829268293,,72,682,9.472222222,
34437,2018Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,76,252,3.315789474,,42,211,5.023809524,
34438,2019Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,61,207,3.393442623,,35,134,3.828571429,
34439,2019Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,122,399,3.270491803,,79,261,3.303797468,
34440,2019Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,156,489,3.134615385,,81,253,3.12345679,
34441,2019Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,117,397,3.393162393,,64,740,11.5625,
34442,2020Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,64,331,5.171875,,33,350,10.60606061,
34443,2020Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,22,79,3.590909091,,13,70,5.384615385,
34444,2020Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,39,46,1.179487179,,24,40,1.666666667,
34445,2020Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,41,71,1.731707317,,28,51,1.821428571,
34446,2021Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,44,82,1.863636364,,27,34,1.259259259,
34447,2021Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,57,106,1.859649123,,29,68,2.344827586,
34448,2021Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,67,163,2.432835821,,37,128,3.459459459,
34449,2021Q4,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,36,49,1.361111111,,23,30,1.304347826,
34450,2022Q1,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,36,77,2.138888889,,21,27,1.285714286,
34451,2022Q2,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,63,283,4.492063492,,40,261,6.525,
34452,2022Q3,,S08000024,,S116H,,All Inpatients and Day cases,d,,:,74,221,2.986486486,,46,169,3.673913043,
34453,2022Q4,p,S08000024,,S116H,,All Inpatients and Day cases,d,,:,58,176,3.034482759,,37,209,5.648648649,
34454,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34455,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34456,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34457,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34458,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,5,1,,5,8,1.6,
34459,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34460,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,5,,z,0,5,,z
34461,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
